DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP003 ELASTICO Nº 12Marrom - São José-U,70,06/05/2025,06/05/2025,,,06/05/2025,,,,,,,,,,METROS,,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,5500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,2500.3,0,300.04,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Amarelo JASMIN - Olimpia-U,3500,04/06/2025,12/05/2025,14/05/2025,04/06/2025,04/06/2025,29545,Elasticos Olimpia Ltda,1750,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12IMPALA - OLIMPIA-U,5200,04/06/2025,12/05/2025,14/05/2025,04/06/2025,04/06/2025,29545,Elasticos Olimpia Ltda,2600,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12AZUL DENIM - OLIMPIA-U,2000,04/06,12/05/2025,14/05/2025,04/06/2025,04/06/2025,29545,Elasticos Olimpia Ltda,1000,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vermelho - São José-U,4000,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,1818.4,0,218.21,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Lilas - São José-U,3100,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,1409.26,0,169.11,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,5500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,2500.3,0,300.04,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,700,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,318.22,0,38.19,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,2000,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,909.2,0,109.1,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12ROSA NESCAU - OLIMPIA-U,1500,04/06/2025,12/05/2025,14/05/2025,04/06/2025,09/06/2025,29545,Elasticos Olimpia Ltda,750,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,900,04/06/2025,12/05/2025,12/05/2025,20/05/2025,05/06/2025,754,M B TECPEL Ltda,452.5,0,0,Elohim,Pix,1,0.5,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,681.9,0,81.83,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,3500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,1591.1,0,190.93,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12AZUL PARAISO - OLIMPIA-U,3500,04/06/2025,12/05/2025,14/05/2025,04/06/2025,09/06/2025,29545,Elasticos Olimpia Ltda,1750,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
20381 WIRE-O - BOBINA PRATAUNICA-7/8,4,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,1390.7,138.48,162.16,Natural,Boleto,3,347.68,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,6,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,2020,201.15,235.53,Natural,Boleto,3,336.67,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,4,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,1887.81,187.98,220.12,Natural,Boleto,3,471.95,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/8,2,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,1158.15,115.33,135.04,Natural,Boleto,3,579.08,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,6,28/05/2025,09/05/2025,13/05/2025,30/05/2025,28/05/2025,221051,Lassane,1635.23,197.06,214.15,Natural,Boleto,3,272.54,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,12,28/05/2025,09/05/2025,13/05/2025,30/05/2025,28/05/2025,221051,Lassane,3637.7,438.38,476.41,Natural,Boleto,3,303.14,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,5,28/05/2025,09/05/2025,13/05/2025,30/05/2025,28/05/2025,221051,Lassane,1621.64,195.43,212.38,Natural,Boleto,3,324.33,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/4,3,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,1080.59,107.6,125.99,Natural,Boleto,3,360.2,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,4,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,1887.81,187.98,220.12,Natural,Boleto,3,471.95,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,36,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,9553.99,951.37,1113.98,Natural,Boleto,3,265.39,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1 1/4,27,28/05/2025,09/05/2025,13/05/2025,06/06/2025,12/06,221398,Lassane,7457.68,374.86,866.75,Natural,Boleto,3,276.21,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-9/16,6,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,2947.3,293.49,343.65,Natural,Boleto,3,491.22,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-1 1/4,30,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,22842,Spiralteck,9229.87,739.93,986.72,Universo,Boleto,4,307.66,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-7/8,30,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,22842,Spiralteck,12512.8,1003.11,1337.69,Universo,Boleto,4,417.09,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-3/4,10,28/05/2025,09/05/2025,13/05/2025,,28/05/2025,4851,Spiralteck,4388.92,351.85,469.2,Universo,Boleto,4,438.89,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-5/8,15,28/05/2025,09/05/2025,13/05/2025,,28/05/2025,4851,Spiralteck,7804.59,625.67,834.35,Universo,Boleto,4,520.31,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/8,4,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,220467,Lassane,2316.3,230.65,270.08,Natural,Boleto,3,579.08,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Azul Bebê - São José-U,4000,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,1818.4,0,218.21,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP108 PELICA AZUL BEBE 180G/M2 BOB 1300 MM - COR 8345UNICA-U,400,27/05/2025,07/05/2025,07/05/2025,15/05/2025,21/05/2025,27328,Buritama Sintéticos,4390.19,146.61,510.24,Bruniel,Boleto,3,10.98,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1000,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,454.6,0,54.55,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVermelha - Cód. 26 Kit-4MM,1400,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,139.86,0,15.26,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,5000,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,499.5,0,54.49,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,4500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,449.55,0,49.04,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMRosa Bebê - Cód. 04 Kit-7MM,1000,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,99.9,0,10.9,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,500,19/05/2025,12/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,64.95,0,12.99,Natural,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMRosa Bebê - Cód. 04 Kit-4MM,1300,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,129.87,0,14.17,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Bebê - Cód. 104 Kit-4MM,1000,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,99.9,0,10.9,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,700,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,69.93,0,7.63,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Piscina - Cód. 232 Prógresso-7MM,700,19/05/2025,12/05/2025,13/05/2025,19/05/2025,21/05/2025,497954,D S J Londrina,83.86,34.075,12.12,Natural,Boleto,3,0.12,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,900,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,89.91,0,9.81,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Piscina - Cód. 232 Prógresso-4MM,1000,19/05/2025,12/05/2025,13/05/2025,19/05/2025,21/05/2025,497954,D S J Londrina,119.8,34.075,17.31,Natural,Boleto,3,0.12,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAmarelo Ouro - Cód. 132 Kit-4MM,500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,49.95,0,5.45,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,1000,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,99.9,0,10.9,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,780,19/05/2025,12/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,175.5,0,35.1,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Bebê - Cód. 104 Kit-7MM,1500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,149.85,0,16.35,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAmarelo Bebê - Cód. 09 Kit-4MM,1300,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,129.87,0,14.17,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm Rosa MAUVE - Cód. 344 SINIMBU,160,19/05/2025,12/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,30.4,0,6.08,Natural,Cartão,1,0.19,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,49.95,0,18.53,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarfim - Cód.02 Kit-7MM,2000,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,199.8,0,21.8,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,590,19/05/2025,12/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,132.75,0,26.55,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Bebê - Cód. 09 Kit-7MM,1500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,264,0,28.8,Mar,Boleto,3,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVermelho - Cód. 0026-7MM,1600,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,159.84,0,17.44,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
20337 FERRAGEM 17X24UNICA-U,1000,22/05/2025,07/05/2025,09/05/2025,14/05/2025,22/05/2025,4747,Naxan,3304.78,54.78,0,Natural,Boleto,3,3.3,UNIDADES,Wire-o,FERRAGEM
20336 FERRAGEM A5UNICA-U,5000,22/05/2025,07/05/2025,09/05/2025,14/05/2025,22/05/2025,4747,Naxan,16338.85,270.85,0,Natural,Boleto,3,3.27,UNIDADES,Wire-o,FERRAGEM
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,50,16/05/2025,08/05/2025,09/05/2025,13/05/2025,16/05/2025,15379,Jafi Decorações,875,0,0,Universo,Cartão,3,17.5,METROS,Sintéticos,COURO
MP001 FITA DE CETIM Nº0 4MMMarfim - Cód.02 Kit-4MM,1700,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,169.83,0,18.53,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 15x15 - Calendario Mesa,6000,16/05/2025,08/05/2025,08/05/2025,22/05/2025,23/05/2025,2396,Jofer Benfica Embalagens Ltda,900,0,0,Universo,Cartão,1,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Pendente Metalicos 30cm Preto,5500,16/05/2025,08/05/2025,27/05/2025,27/05/2025,30/05/2025,220753,Lassane,1988.21,,62.9,Natural,Boleto,3,0.36,UNIDADES,Wire-o,PENDENTE
MP003 ELASTICO Nº 12Azul Turquesa - São José-U,500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,227.3,0,27.28,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,12/06/2025,08/05/2025,08/05/2025,30/05/2025,12/06/2025,1126288,Mundial,5099,0,0,Mar,Boleto,2,0.1,UNIDADES,Resto,REBITE
MP004 ILHOS Nº 54PRETO-U,10000,15/05/2025,08/05/2025,09/05/2025,12/05/2025,15/05/2025,128329,Castro e Castro,245.9,0,26.82,Mar,Boleto,3,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54BRANCO-U,30000,15/05/2025,08/05/2025,09/05/2025,12/05/2025,15/05/2025,128329,Castro e Castro,737.7,0,80.48,Mar,Boleto,3,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,12000,16/05/2025,09/05/2025,19/05/2025,19/05/2025,19/05/2025,930569,Parco Comércio e Serviços,372,0,74.4,Natural,Cartão,1,0.03,UNIDADES,Aviamentos,ILHOS
MP003 ELASTICO Nº 12Marrom - São José-U,130,06/05/2025,06/05/2025,,,07/05/2025,104670,,,,,,,,,METROS,,ELASTICO
20382 WIRE-O - BOBINA DOURADAUNICA-1,15,28/05/2025,09/05/2025,13/05/2025,21/05/2025,28/05/2025,22842,Spiralteck,5373.85,,624.56,Universo,Boleto,4,358.26,CAIXAS,Wire-o,WIRE-O
Pendente Metalicos 30cm Branco,3000,28/05/2025,12/05/2025,27/05/2025,27/05/2025,30/05/2025,220753,Lassane,1089.93,,34.31,Natural,Boleto,3,0.36,UNIDADES,Wire-o,PENDENTE
MP003 ELASTICO Nº 12Azul Royal - São José-U,500,04/06/2025,12/05/2025,12/05/2025,03/06/2025,06/06/2025,163206,Fábrica de Elásicos São José,227.3,,27.28,Universo,Boleto,5,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,500,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,49.95,0,5.45,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,800,19/05/2025,12/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,103.92,0,20.78,Natural,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,400,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,39.96,0,4.32,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,800,19/05/2025,12/05/2025,13/05/2025,15/05/2025,19/05/2025,128817,Castro e Castro,79.92,0,8.72,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP003 ELASTICO Nº 12MARROM - OLIMPIA-U,5000,04/06/2025,14/05/2025,15/05/2025,04/06/2025,09/06/2025,29545,Elasticos Olimpia Ltda,2500,30.71,0,Mar,Boleto,6,0.5,METROS,Aviamentos,ELASTICO
Percalux Cafe 180g/m2 Bob 1400 mm,5,27/05/2025,14/05/2025,22/05/2025,27/05/2025,27/05/2025,15444,Jafi Decorações,87.5,0,0,Bela,Cartão,3,17.5,METROS,Sintéticos,COURO
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,12/06/2025,16/05/2025,22/05/2025,16/06/2025,25/06/2025,1128404,Mundial Eberle,5404.94,,648.59,Mar,Boleto,2,0.11,UNIDADES,Resto,REBITE
MP119 Percalux Azul Royal 180g/m2 Bob 1300 MM - JAFIRUNICA-U,150,26/05/2025,21/05/2025,21/05/2025,27/05/2025,28/05/2025,15442,Jafi Decorações,2625,0,0,Bela,Cartão,3,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-9/16,15,16/06/2025,21/05/2025,21/05/2025,27/05/2025,30/05/2025,220802,Lassane,7268.33,633.79,844.74,Natural,Boleto,4,484.56,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,10,16/06/2025,21/05/2025,21/05/2025,27/05/2025,30/05/2025,220802,Lassane,3321.01,289.59,385.98,Natural,Boleto,4,332.1,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,8,16/06/2025,21/05/2025,21/05/2025,,16/06/2025,4875,Lassane,2771.62,346.48,,Natural,Boleto,3,346.45,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,5,16/06/2025,21/05/2025,21/05/2025,27/05/2025,,220802,Lassane,2124.78,202.98,270.54,Natural,Boleto,4,424.96,CAIXAS,Wire-o,WIRE-O
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,1000,29/05/2025,23/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,225,0,45,Universo,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
MP004 ILHOS Nº 54DOURADO CLARO-U,3000,16/05/2025,09/05/2025,19/05/2025,19/05/2025,19/05/2025,930576,Parco Comércio e Serviços,103.92,0,20.78,Natural,Cartão,1,0.03,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,1000,16/05/2025,09/05/2025,,,19/05/2025,930576,,24.59,0,4.92,Natural,Cartão,1,0.02,UNIDADES,,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,7000,16/05/2025,09/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,216.93,0,43.39,Natural,Cartão,1,0.03,UNIDADES,Aviamentos,ILHOS
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,290,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,108641,Parco Comércio e Serviços,65.25,0,13.05,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,380,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,108641,Parco Comércio e Serviços,85.5,0,17.1,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,1380,29/05/2025,23/05/2025,29/05/2025,29/05/2025,29/05/2025,108641,Parco Comércio e Serviços,310.5,0,62.1,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,420,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,108641,Parco Comércio e Serviços,94.5,0,18.9,Natural,Cartão,1,0.23,METROS,Aviamentos,FITA DE CETIM
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,7000,30/05/2025,23/05/2025,28/05/2025,29/05/2025,29/05/2025,120805,Comercial Maluli,934.76,41.76,112.17,Universo,Cartão,3,0.13,UNIDADES,Aviamentos,REBITE
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,6000,02/07/2025,23/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,623.94,0,124.79,Natural,Cartão,1,0.1,UNIDADES,Aviamentos,REBITE
MP003 ELASTICO Nº 12Preto - São José-U,5000,18/06/2025,23/05/2025,04/06/2025,13/06/2025,18/06/2025,163638,Fábrica de Elásicos São José,2273,24.25,272.76,Universo,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,300,18/06/2025,23/05/2025,04/06/2025,,18/06/2025,4905,Fábrica de Elásicos São José,136.38,24.25,16.37,Universo,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,500,18/06/2025,23/05/2025,04/06/2025,,18/06/2025,4905,Fábrica de Elásicos São José,227.3,24.25,27.28,Universo,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,300,18/06/2025,23/05/2025,04/06/2025,,18/06/2025,4905,Fábrica de Elásicos São José,136.38,24.25,16.37,Universo,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
Percalux Laranja 180g/m2 Bob 1400 mm,15,30/05/2025,26/05/2025,26/05/2025,29/05/2025,29/05/2025,5232,Led Encadernadora,367.13,97.13,0,Universo,Cartão,1,24.48,METROS,Sintéticos,COURO
20382 WIRE-O - BOBINA DOURADAUNICA-1,6,06/06/2025,09/05/2025,13/05/2025,30/05/2025,06/06/2025,22927,Spiralteck,2149.54,,249.83,Universo,Boleto,3,358.26,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-1 1/4,37,06/06/2025,09/05/2025,13/05/2025,30/05/2025,06/06/2025,22927,Spiralteck,10470.92,,1216.96,Universo,Boleto,3,283,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-3/4,2,06/06/2025,09/05/2025,13/05/2025,30/05/2025,06/06/2025,22927,Spiralteck,807.415,,93.84,Universo,Boleto,3,403.71,CAIXAS,Wire-o,WIRE-O
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,600,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,119.4,0,23.88,Natural,Cartão,1,0.2,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,1340,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,316.41,0,63.28,Natural,Cartão,1,0.24,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,380,29/05/2025,23/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,75.62,0,15.12,Natural,Cartão,1,0.2,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,2340,19/05/2025,12/05/2025,29/05/2025,29/05/2025,29/05/2025,616617,Tecidos e Armarinhos 253,515.41,0,103.08,Natural,Cartão,1,0.22,METROS,Aviamentos,FITA DE CETIM
20337 FERRAGEM 17X24UNICA-U,4000,30/06/2025,30/05/2025,09/06/2025,20/06/2025,30/06/2025,4849,Naxan,13400,400,0,Bruniel,Boleto,3,3.35,UNIDADES,Wire-o,FERRAGEM
MP004 ILHOS Nº 54PRETO-U,30000,30/06/2025,30/05/2025,09/06/2025,10/06/2025,30/06/2025,131150,Castro e Castro,737.7,0,80.48,Mar,Boleto,3,0.02,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54PRATA-U,30000,30/06/2025,30/05/2025,16/06/2025,16/06/2025,30/06/2025,90875,Valmiral Fernandes Souza,899.7,0,0,Natural,Cartão,1,0.03,UNIDADES,Aviamentos,ILHOS
